text,label,action,context_features,session_id,turn_number,speaker,content,conversation_type,budget_type,user_profile,expected_action,confidence,metadata
"Context: [assistant]: Let me provide some guidance on that. | [user]: Thanks for the explanation! | Turn 13, Budget: premium | Current: [assistant]: I understand your situation.",0,store,"[13.0, 28.0, 4.0, 1.0, 0.9285714285714286, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_3470,13,assistant,I understand your situation.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5509670674771631,"{""template"": ""business_consultation"", ""turn_ratio"": 0.7647058823529411, ""content_length"": 28}"
"Context: [user]: My background is in field with years years of experience | Turn 1, Budget: standard | Current: [assistant]: Nice to meet you! Tokyo is a great place for consultants.",0,store,"[1.0, 57.0, 11.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_3452,1,assistant,Nice to meet you! Tokyo is a great place for consultants.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7811006541126196,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.1, ""content_length"": 57}"
"Context: [user]: The market analysis indicates trend in sector | Turn 1, Budget: premium | Current: [assistant]: Let me provide some guidance on that.",0,store,"[1.0, 37.0, 7.0, 1.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0]",business_consultation_3106,1,assistant,Let me provide some guidance on that.,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5213774704274063,"{""template"": ""business_consultation"", ""turn_ratio"": 0.08333333333333333, ""content_length"": 37}"
"Context: [user]: Thanks for the explanation! | [assistant]: Your interests in travel, technology align well with your profession. | Turn 10, Budget: standard | Current: [user]: Thanks for the explanation!",0,store,"[10.0, 27.0, 4.0, 0.0, 0.9090909090909091, 0.5, 0.0, 0.0, 0.0, 1.0]",personal_information_sharing_5104,10,user,Thanks for the explanation!,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7209808624776791,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.9090909090909091, ""content_length"": 27}"
"Context: [assistant]: I'm doing well, thank you for asking! | [user]: What would you recommend for situation? | Turn 3, Budget: minimal | Current: [assistant]: You're very welcome!",0,store,"[3.0, 20.0, 3.0, 1.0, 0.75, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_7763,3,assistant,You're very welcome!,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.05281163491588825,"{""template"": ""casual_chat"", ""turn_ratio"": 0.375, ""content_length"": 20}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: Perfect",2,drop,"[0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_4729,0,user,Perfect,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.615550111785078,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 7}"
"Context: [assistant]: You're very welcome! | [user]: Thanks for the explanation! | Turn 7, Budget: minimal | Current: [assistant]: I'm doing well, thank you for asking!",0,store,"[7.0, 37.0, 7.0, 1.0, 0.875, 0.0, 0.0, 0.0, 1.0, 0.0]",casual_chat_8575,7,assistant,"I'm doing well, thank you for asking!",casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.05,"{""template"": ""casual_chat"", ""turn_ratio"": 0.875, ""content_length"": 37}"
"Context: [assistant]: In the context of finance, the key considerations are... | [user]: That's very helpful | Turn 9, Budget: premium | Current: [assistant]: Based on your researcher background, I'd suggest...",0,store,"[9.0, 51.0, 7.0, 1.0, 0.9, 1.0, 0.0, 0.0, 0.0, 0.0]",technical_deep_dive_2131,9,assistant,"Based on your researcher background, I'd suggest...",technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.779216178123852,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.75, ""content_length"": 51}"
"Context: [user]: I followed the steps but issue still occurs | Turn 1, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[1.0, 28.0, 4.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_3805,1,assistant,I understand your situation.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7936807616838648,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.07692307692307693, ""content_length"": 28}"
"Context: [user]: What would you recommend for situation? | [assistant]: I can help you with that. | Turn 4, Budget: premium | Current: [user]: That's very helpful",0,store,"[4.0, 19.0, 3.0, 0.0, 0.8, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_8960,4,user,That's very helpful,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.5060530756687276,"{""template"": ""business_consultation"", ""turn_ratio"": 0.2222222222222222, ""content_length"": 19}"
"Context: [user]: That's very helpful | [assistant]: That's a great question about AI. Let me explain... | Turn 10, Budget: premium | Current: [user]: That's very helpful",0,store,"[10.0, 19.0, 3.0, 0.0, 0.9090909090909091, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_1908,10,user,That's very helpful,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6830086306280544,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.7692307692307693, ""content_length"": 19}"
"Context: [assistant]: Working at CloudSystems must be exciting. | [user]: Thanks for the explanation! | Turn 9, Budget: standard | Current: [assistant]: Your interests in travel, technology align well with your profession.",0,store,"[9.0, 69.0, 10.0, 1.0, 0.9, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_5104,9,assistant,"Your interests in travel, technology align well with your profession.",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7033490670697142,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.8181818181818182, ""content_length"": 69}"
"Context: [assistant]: Your experience in retail sounds fascinating. | [user]: I appreciate your help | Turn 5, Budget: standard | Current: [assistant]: Your experience in retail sounds fascinating.",0,store,"[5.0, 45.0, 6.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_3452,5,assistant,Your experience in retail sounds fascinating.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7305329633944068,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.45454545454545453, ""content_length"": 45}"
"Context: [user]: Thanks for the explanation! | [assistant]: In the context of finance, the key considerations are... | Turn 6, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[6.0, 27.0, 4.0, 0.0, 0.8571428571428571, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_7523,6,user,Thanks for the explanation!,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6402774701428797,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.6, ""content_length"": 27}"
"Context: [user]: The logs show log_message and I'm not sure what it means | [assistant]: I can help you with that. | Turn 2, Budget: standard | Current: [user]: I'm particularly interested in aspect",0,store,"[2.0, 37.0, 5.0, 0.0, 0.6666666666666666, 0.5, 0.0, 0.0, 1.0, 0.0]",troubleshooting_session_4998,2,user,I'm particularly interested in aspect,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.7869273053088802,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.3333333333333333, ""content_length"": 37}"
"Context: [user]: I appreciate your help | [assistant]: Based on your software engineer background, I'd suggest... | Turn 12, Budget: premium | Current: [user]: That's very helpful",0,store,"[12.0, 19.0, 3.0, 0.0, 0.9230769230769231, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_9052,12,user,That's very helpful,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7814568867752,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.9230769230769231, ""content_length"": 19}"
"Context: [user]: Thanks for the explanation! | [assistant]: I can help you with that. | Turn 10, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[10.0, 27.0, 4.0, 0.0, 0.9090909090909091, 1.0, 0.0, 0.0, 0.0, 1.0]",business_consultation_4351,10,user,Thanks for the explanation!,business,premium,"{""expertise"": ""high"", ""domain"": ""business""}",store,0.6588352152652893,"{""template"": ""business_consultation"", ""turn_ratio"": 0.9090909090909091, ""content_length"": 27}"
"Context: [assistant]: I understand your situation. | [user]: I'm particularly interested in aspect | Turn 3, Budget: standard | Current: [assistant]: Let me provide some guidance on that.",0,store,"[3.0, 37.0, 7.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 0.0]",troubleshooting_session_2763,3,assistant,Let me provide some guidance on that.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.718256976462198,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.2727272727272727, ""content_length"": 37}"
"Context: [user]: I read that fact but I don't understand aspect | Turn 1, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[1.0, 25.0, 6.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_6358,1,assistant,I can help you with that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5835550518704476,"{""template"": ""educational_qa"", ""turn_ratio"": 0.2, ""content_length"": 25}"
"Context: [user]: Can you explain topic in simple terms? | Turn 1, Budget: standard | Current: [assistant]: I can help you with that.",0,store,"[1.0, 25.0, 6.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",educational_qa_2496,1,assistant,I can help you with that.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5870182940314174,"{""template"": ""educational_qa"", ""turn_ratio"": 0.2, ""content_length"": 25}"
"Context: [user]: Thanks for the explanation! | [assistant]: The challenge you're facing with security concerns is common... | Turn 8, Budget: premium | Current: [user]: That's very helpful",0,store,"[8.0, 19.0, 3.0, 0.0, 0.8888888888888888, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_7831,8,user,That's very helpful,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.6150777722524685,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.6666666666666666, ""content_length"": 19}"
"Context: [user]: What would you recommend for situation? | [assistant]: I'm doing well, thank you for asking! | Turn 4, Budget: minimal | Current: [user]: Alright",2,drop,"[4.0, 7.0, 1.0, 0.0, 0.8, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_9412,4,user,Alright,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7828273010095569,"{""template"": ""casual_chat"", ""turn_ratio"": 0.5714285714285714, ""content_length"": 7}"
"Context: [user]: I live in New York and I'm interested in travel, technology | Turn 1, Budget: standard | Current: [assistant]: Your experience in finance sounds fascinating.",0,store,"[1.0, 46.0, 6.0, 1.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]",personal_information_sharing_5104,1,assistant,Your experience in finance sounds fascinating.,personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.7377345951503451,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.09090909090909091, ""content_length"": 46}"
"Context: [user]: That's very helpful | [assistant]: In the context of manufacturing, the key considerations are... | Turn 8, Budget: premium | Current: [user]: Thanks for the explanation!",0,store,"[8.0, 27.0, 4.0, 0.0, 0.8888888888888888, 1.0, 0.0, 0.0, 0.0, 1.0]",technical_deep_dive_2122,8,user,Thanks for the explanation!,technical,premium,"{""expertise"": ""high"", ""domain"": ""engineering""}",store,0.7226623129786847,"{""template"": ""technical_deep_dive"", ""turn_ratio"": 0.8888888888888888, ""content_length"": 27}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I live in New York and I'm interested in startups, machine learning",0,store,"[0.0, 67.0, 12.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]",personal_information_sharing_9592,0,user,"I live in New York and I'm interested in startups, machine learning",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.8470264801858298,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.0, ""content_length"": 67}"
"Context: [user]: I appreciate your help | [assistant]: I can help you with that. | Turn 8, Budget: standard | Current: [user]: That's very helpful",0,store,"[8.0, 19.0, 3.0, 0.0, 0.8888888888888888, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_7767,8,user,That's very helpful,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.6015525002570774,"{""template"": ""educational_qa"", ""turn_ratio"": 0.8888888888888888, ""content_length"": 19}"
"Context: [user]: Thanks for your help | [assistant]: I'm doing well, thank you for asking! | Turn 6, Budget: minimal | Current: [user]: I appreciate your help",0,store,"[6.0, 22.0, 4.0, 0.0, 0.8571428571428571, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_6086,6,user,I appreciate your help,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.13525732662476936,"{""template"": ""casual_chat"", ""turn_ratio"": 0.8571428571428571, ""content_length"": 22}"
"Context: [assistant]: I understand your situation. | [user]: What would you recommend for situation? | Turn 3, Budget: standard | Current: [assistant]: That's an important consideration.",0,store,"[3.0, 34.0, 4.0, 1.0, 0.75, 0.5, 0.0, 0.0, 0.0, 1.0]",educational_qa_1741,3,assistant,That's an important consideration.,educational,standard,"{""expertise"": ""low"", ""domain"": ""learning""}",store,0.5521539440745783,"{""template"": ""educational_qa"", ""turn_ratio"": 0.42857142857142855, ""content_length"": 34}"
"Context: Start of conversation | Turn 0, Budget: standard | Current: [user]: I live in Toronto and I'm interested in machine learning, photography",0,store,"[0.0, 69.0, 11.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]",personal_information_sharing_5051,0,user,"I live in Toronto and I'm interested in machine learning, photography",personal,standard,"{""expertise"": ""medium"", ""domain"": ""general""}",store,0.79006737538364,"{""template"": ""personal_information_sharing"", ""turn_ratio"": 0.0, ""content_length"": 69}"
"Context: [user]: Alright | Turn 1, Budget: minimal | Current: [assistant]: Feel free to ask if you have more questions.",0,store,"[1.0, 44.0, 9.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]",casual_chat_8084,1,assistant,Feel free to ask if you have more questions.,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",store,0.11316927272309317,"{""template"": ""casual_chat"", ""turn_ratio"": 0.25, ""content_length"": 44}"
"Context: [assistant]: I understand your situation. | [user]: That's very helpful | Turn 5, Budget: standard | Current: [assistant]: I understand your situation.",0,store,"[5.0, 28.0, 4.0, 1.0, 0.8333333333333334, 0.5, 0.0, 0.0, 0.0, 1.0]",troubleshooting_session_1118,5,assistant,I understand your situation.,troubleshooting,standard,"{""expertise"": ""medium"", ""domain"": ""technical""}",store,0.6021641834819808,"{""template"": ""troubleshooting_session"", ""turn_ratio"": 0.8333333333333334, ""content_length"": 28}"
"Context: Start of conversation | Turn 0, Budget: minimal | Current: [user]: Perfect",2,drop,"[0.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",casual_chat_7455,0,user,Perfect,casual,minimal,"{""expertise"": ""low"", ""domain"": ""general""}",drop,0.7881281511156936,"{""template"": ""casual_chat"", ""turn_ratio"": 0.0, ""content_length"": 7}"
